OA,Acorn_category,Acorn_group,Acorn Category_frequency_count,Acorn Group_frequency_count
E00023889,2. Rising Prosperity,P. Struggling Estates,"{'2. Rising Prosperity': 5, '5. Urban Adversity': 4}","{'P. Struggling Estates': 4, 'D. City Sophisticates': 3, 'E. Career Climbers': 2}"
E00023890,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 6},{'D. City Sophisticates': 6}
E00023891,1. Affluent Achievers,A. Lavish Lifestyles,"{'1. Affluent Achievers': 11, '6. Not Private Households': 2, '2. Rising Prosperity': 2}","{'A. Lavish Lifestyles': 11, 'D. City Sophisticates': 2, 'R. Active Communal Population': 2}"
E00023892,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 6, '2. Rising Prosperity': 3, '6. Not Private Households': 1}","{'P. Struggling Estates': 6, 'D. City Sophisticates': 3, 'R. Active Communal Population': 1}"
E00023893,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 10, '6. Not Private Households': 2}","{'D. City Sophisticates': 10, 'R. Active Communal Population': 2}"
E00023894,1. Affluent Achievers,A. Lavish Lifestyles,"{'1. Affluent Achievers': 5, '2. Rising Prosperity': 2}","{'A. Lavish Lifestyles': 5, 'D. City Sophisticates': 2}"
E00023895,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 4, '1. Affluent Achievers': 1}","{'D. City Sophisticates': 4, 'A. Lavish Lifestyles': 1}"
E00023896,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 4},{'D. City Sophisticates': 4}
E00023897,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 4},{'D. City Sophisticates': 4}
E00023898,1. Affluent Achievers,A. Lavish Lifestyles,"{'1. Affluent Achievers': 5, '2. Rising Prosperity': 2}","{'A. Lavish Lifestyles': 5, 'D. City Sophisticates': 2}"
E00023899,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 8, '6. Not Private Households': 3}","{'D. City Sophisticates': 8, 'R. Active Communal Population': 3}"
E00023900,undefined,undefined,{},{}
E00023901,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 2},{'P. Struggling Estates': 2}
E00023902,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 5, '5. Urban Adversity': 1}","{'D. City Sophisticates': 5, 'P. Struggling Estates': 1}"
E00023903,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 2, '6. Not Private Households': 1}","{'D. City Sophisticates': 2, 'R. Active Communal Population': 1}"
E00023904,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 4, '1. Affluent Achievers': 1}","{'D. City Sophisticates': 4, 'A. Lavish Lifestyles': 1}"
E00023905,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 4, '6. Not Private Households': 1}","{'D. City Sophisticates': 4, 'R. Active Communal Population': 1}"
E00023906,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 2},{'P. Struggling Estates': 2}
E00023907,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 5},{'D. City Sophisticates': 5}
E00023908,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 2},{'P. Struggling Estates': 2}
E00023909,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 3, '1. Affluent Achievers': 3, '4. Financially Stretched': 1}","{'D. City Sophisticates': 3, 'A. Lavish Lifestyles': 3, 'N. Poorer Pensioners': 1}"
E00023910,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 6, '6. Not Private Households': 1}","{'D. City Sophisticates': 6, 'R. Active Communal Population': 1}"
E00023911,4. Financially Stretched,N. Poorer Pensioners,{'4. Financially Stretched': 4},{'N. Poorer Pensioners': 4}
E00023912,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 3, '4. Financially Stretched': 1}","{'P. Struggling Estates': 3, 'N. Poorer Pensioners': 1}"
E00023913,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 5, '1. Affluent Achievers': 2}","{'D. City Sophisticates': 5, 'A. Lavish Lifestyles': 2}"
E00023914,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 9},{'D. City Sophisticates': 9}
E00023916,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 3, '6. Not Private Households': 2}","{'D. City Sophisticates': 3, 'R. Active Communal Population': 2}"
E00023917,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 6, '2. Rising Prosperity': 1}","{'P. Struggling Estates': 6, 'D. City Sophisticates': 1}"
E00023918,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 6},{'D. City Sophisticates': 6}
E00023919,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 9, '1. Affluent Achievers': 6, '6. Not Private Households': 4, '4. Financially Stretched': 1}","{'D. City Sophisticates': 9, 'A. Lavish Lifestyles': 6, 'R. Active Communal Population': 4, 'K. Student Life': 1}"
E00023920,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 5, '6. Not Private Households': 3}","{'D. City Sophisticates': 5, 'R. Active Communal Population': 3}"
E00023921,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 23, '6. Not Private Households': 3}","{'D. City Sophisticates': 23, 'R. Active Communal Population': 3}"
E00023922,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 7, '1. Affluent Achievers': 3, '6. Not Private Households': 1}","{'D. City Sophisticates': 7, 'A. Lavish Lifestyles': 3, 'R. Active Communal Population': 1}"
E00023923,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 6, '1. Affluent Achievers': 1}","{'D. City Sophisticates': 6, 'A. Lavish Lifestyles': 1}"
E00023924,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 3, '1. Affluent Achievers': 2, '6. Not Private Households': 2}","{'D. City Sophisticates': 3, 'A. Lavish Lifestyles': 2, 'R. Active Communal Population': 2}"
E00023925,1. Affluent Achievers,A. Lavish Lifestyles,"{'1. Affluent Achievers': 4, '6. Not Private Households': 1, '2. Rising Prosperity': 1}","{'A. Lavish Lifestyles': 4, 'D. City Sophisticates': 1, 'R. Active Communal Population': 1}"
E00023926,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 7, '2. Rising Prosperity': 2, '6. Not Private Households': 1}","{'P. Struggling Estates': 7, 'D. City Sophisticates': 2, 'R. Active Communal Population': 1}"
E00023927,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 12, '6. Not Private Households': 4, '5. Urban Adversity': 4}","{'D. City Sophisticates': 12, 'P. Struggling Estates': 4, 'R. Active Communal Population': 4}"
E00023928,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 37, '2. Rising Prosperity': 24, '1. Affluent Achievers': 1, '4. Financially Stretched': 1}","{'R. Active Communal Population': 37, 'D. City Sophisticates': 24, 'K. Student Life': 1, 'A. Lavish Lifestyles': 1}"
E00023929,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 108, '2. Rising Prosperity': 38, '4. Financially Stretched': 20, '5. Urban Adversity': 1}","{'R. Active Communal Population': 108, 'D. City Sophisticates': 36, 'K. Student Life': 20, 'E. Career Climbers': 2, 'P. Struggling Estates': 1}"
E00023930,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 133, '2. Rising Prosperity': 45, '1. Affluent Achievers': 8, '4. Financially Stretched': 2, '5. Urban Adversity': 1}","{'R. Active Communal Population': 133, 'D. City Sophisticates': 45, 'A. Lavish Lifestyles': 8, 'K. Student Life': 2, 'Q. Difficult Circumstances': 1}"
E00023931,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 41, '2. Rising Prosperity': 23, '1. Affluent Achievers': 1}","{'R. Active Communal Population': 41, 'D. City Sophisticates': 23, 'A. Lavish Lifestyles': 1}"
E00023932,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 33, '6. Not Private Households': 31, '5. Urban Adversity': 2}","{'D. City Sophisticates': 33, 'R. Active Communal Population': 31, 'P. Struggling Estates': 2}"
E00023933,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 45, '2. Rising Prosperity': 15, '1. Affluent Achievers': 5, '4. Financially Stretched': 2}","{'R. Active Communal Population': 45, 'D. City Sophisticates': 15, 'A. Lavish Lifestyles': 5, 'K. Student Life': 1, 'N. Poorer Pensioners': 1}"
E00023934,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 47, '2. Rising Prosperity': 29}","{'R. Active Communal Population': 47, 'D. City Sophisticates': 29}"
E00023935,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 90, '2. Rising Prosperity': 35, '1. Affluent Achievers': 11}","{'R. Active Communal Population': 90, 'D. City Sophisticates': 35, 'A. Lavish Lifestyles': 11}"
E00023936,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 56, '2. Rising Prosperity': 19, '1. Affluent Achievers': 5, '4. Financially Stretched': 2}","{'R. Active Communal Population': 56, 'D. City Sophisticates': 19, 'A. Lavish Lifestyles': 5, 'K. Student Life': 2}"
E00023937,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 54, '2. Rising Prosperity': 31, '1. Affluent Achievers': 8}","{'R. Active Communal Population': 54, 'D. City Sophisticates': 30, 'A. Lavish Lifestyles': 8, 'E. Career Climbers': 1}"
E00023938,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 11, '6. Not Private Households': 6, '1. Affluent Achievers': 5}","{'D. City Sophisticates': 10, 'R. Active Communal Population': 6, 'A. Lavish Lifestyles': 5, 'E. Career Climbers': 1}"
E00023939,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 40, '2. Rising Prosperity': 35, '1. Affluent Achievers': 2}","{'R. Active Communal Population': 40, 'D. City Sophisticates': 35, 'A. Lavish Lifestyles': 2}"
E00023941,6. Not Private Households,D. City Sophisticates,"{'6. Not Private Households': 17, '2. Rising Prosperity': 17}","{'D. City Sophisticates': 17, 'R. Active Communal Population': 17}"
E00023942,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 15, '2. Rising Prosperity': 3, '1. Affluent Achievers': 1}","{'R. Active Communal Population': 15, 'D. City Sophisticates': 3, 'A. Lavish Lifestyles': 1}"
E00023943,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 9, '6. Not Private Households': 5, '5. Urban Adversity': 2, '1. Affluent Achievers': 1}","{'D. City Sophisticates': 8, 'R. Active Communal Population': 5, 'P. Struggling Estates': 2, 'E. Career Climbers': 1, 'A. Lavish Lifestyles': 1}"
E00023944,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 7},"{'P. Struggling Estates': 6, 'Q. Difficult Circumstances': 1}"
E00023945,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 56, '1. Affluent Achievers': 27, '2. Rising Prosperity': 11, '4. Financially Stretched': 2}","{'R. Active Communal Population': 56, 'A. Lavish Lifestyles': 24, 'D. City Sophisticates': 9, 'B. Executive Wealth': 3, 'K. Student Life': 2, 'E. Career Climbers': 2}"
E00023946,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 20, '6. Not Private Households': 16, '1. Affluent Achievers': 3}","{'D. City Sophisticates': 20, 'R. Active Communal Population': 16, 'A. Lavish Lifestyles': 3}"
E00023947,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 15, '2. Rising Prosperity': 9, '5. Urban Adversity': 2}","{'R. Active Communal Population': 15, 'D. City Sophisticates': 9, 'P. Struggling Estates': 2}"
E00023948,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 8, '6. Not Private Households': 3, '5. Urban Adversity': 1}","{'D. City Sophisticates': 8, 'R. Active Communal Population': 3, 'P. Struggling Estates': 1}"
E00023949,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 10, '2. Rising Prosperity': 3}","{'P. Struggling Estates': 9, 'D. City Sophisticates': 3, 'Q. Difficult Circumstances': 1}"
E00023950,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 7},"{'P. Struggling Estates': 6, 'Q. Difficult Circumstances': 1}"
E00023951,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 7, '6. Not Private Households': 2, '2. Rising Prosperity': 2}","{'P. Struggling Estates': 7, 'D. City Sophisticates': 2, 'R. Active Communal Population': 2}"
E00023953,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 4, '6. Not Private Households': 3}","{'D. City Sophisticates': 4, 'R. Active Communal Population': 3}"
E00023954,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 4, '5. Urban Adversity': 1}","{'D. City Sophisticates': 4, 'P. Struggling Estates': 1}"
E00023955,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 13, '2. Rising Prosperity': 11, '5. Urban Adversity': 3, '4. Financially Stretched': 1, '1. Affluent Achievers': 1}","{'R. Active Communal Population': 13, 'D. City Sophisticates': 11, 'P. Struggling Estates': 3, 'K. Student Life': 1, 'A. Lavish Lifestyles': 1}"
E00023956,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 5, '2. Rising Prosperity': 4, '4. Financially Stretched': 1}","{'P. Struggling Estates': 5, 'D. City Sophisticates': 4, 'K. Student Life': 1}"
E00023957,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 10, '2. Rising Prosperity': 9, '5. Urban Adversity': 2}","{'R. Active Communal Population': 10, 'D. City Sophisticates': 9, 'P. Struggling Estates': 2}"
E00023958,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 6, '6. Not Private Households': 3}","{'P. Struggling Estates': 6, 'R. Active Communal Population': 3}"
E00023959,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 11, '5. Urban Adversity': 6, '2. Rising Prosperity': 2}","{'R. Active Communal Population': 11, 'P. Struggling Estates': 6, 'D. City Sophisticates': 2}"
E00023960,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 12, '6. Not Private Households': 11, '2. Rising Prosperity': 1, '4. Financially Stretched': 1}","{'P. Struggling Estates': 12, 'R. Active Communal Population': 11, 'D. City Sophisticates': 1, 'K. Student Life': 1}"
E00023963,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 4},{'D. City Sophisticates': 4}
E00023964,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 3, '6. Not Private Households': 1}","{'D. City Sophisticates': 3, 'R. Active Communal Population': 1}"
E00023965,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 2, '6. Not Private Households': 2}","{'D. City Sophisticates': 2, 'R. Active Communal Population': 2}"
E00023966,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 2, '2. Rising Prosperity': 1}","{'P. Struggling Estates': 2, 'D. City Sophisticates': 1}"
E00023967,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 3},{'D. City Sophisticates': 3}
E00023968,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 4},{'D. City Sophisticates': 4}
E00023969,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 3},{'D. City Sophisticates': 3}
E00023971,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 2, '4. Financially Stretched': 1}","{'P. Struggling Estates': 2, 'N. Poorer Pensioners': 1}"
E00023972,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 4, '6. Not Private Households': 1}","{'D. City Sophisticates': 4, 'R. Active Communal Population': 1}"
E00023973,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 6, '6. Not Private Households': 5, '1. Affluent Achievers': 2}","{'D. City Sophisticates': 6, 'R. Active Communal Population': 5, 'A. Lavish Lifestyles': 2}"
E00023974,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 5},"{'P. Struggling Estates': 4, 'Q. Difficult Circumstances': 1}"
E00023975,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 9, '6. Not Private Households': 1}","{'D. City Sophisticates': 9, 'R. Active Communal Population': 1}"
E00023976,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 1, '1. Affluent Achievers': 1}","{'D. City Sophisticates': 1, 'A. Lavish Lifestyles': 1}"
E00023977,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 2},{'D. City Sophisticates': 2}
E00023978,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 3},{'P. Struggling Estates': 3}
E00023979,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 1},{'D. City Sophisticates': 1}
E00023980,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 3},{'P. Struggling Estates': 3}
E00023981,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 3},{'D. City Sophisticates': 3}
E00023982,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 4},{'P. Struggling Estates': 4}
E00023985,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 4, '6. Not Private Households': 3, '2. Rising Prosperity': 1}","{'P. Struggling Estates': 4, 'R. Active Communal Population': 3, 'D. City Sophisticates': 1}"
E00023986,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 2, '6. Not Private Households': 1}","{'P. Struggling Estates': 2, 'R. Active Communal Population': 1}"
E00023987,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 3},{'P. Struggling Estates': 3}
E00023988,2. Rising Prosperity,E. Career Climbers,"{'2. Rising Prosperity': 2, '5. Urban Adversity': 1}","{'E. Career Climbers': 2, 'P. Struggling Estates': 1}"
E00023989,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 2},{'P. Struggling Estates': 2}
E00023990,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 3, '4. Financially Stretched': 1}","{'P. Struggling Estates': 3, 'N. Poorer Pensioners': 1}"
E00023991,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 4},{'D. City Sophisticates': 4}
E00023992,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 4},{'D. City Sophisticates': 4}
E00023993,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 4, '2. Rising Prosperity': 2, '6. Not Private Households': 1}","{'P. Struggling Estates': 4, 'D. City Sophisticates': 2, 'R. Active Communal Population': 1}"
E00023994,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 3, '2. Rising Prosperity': 1}","{'P. Struggling Estates': 3, 'E. Career Climbers': 1}"
E00023995,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 2, '5. Urban Adversity': 1}","{'R. Active Communal Population': 2, 'P. Struggling Estates': 1}"
E00023996,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 6},{'D. City Sophisticates': 6}
E00023997,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 5},{'D. City Sophisticates': 5}
E00023998,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 1},{'D. City Sophisticates': 1}
E00023999,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 2},{'D. City Sophisticates': 2}
E00024001,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 12, '5. Urban Adversity': 2, '6. Not Private Households': 2, '1. Affluent Achievers': 1}","{'D. City Sophisticates': 12, 'P. Struggling Estates': 2, 'R. Active Communal Population': 2, 'A. Lavish Lifestyles': 1}"
E00024002,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 8, '5. Urban Adversity': 4, '6. Not Private Households': 2}","{'D. City Sophisticates': 8, 'P. Struggling Estates': 4, 'R. Active Communal Population': 2}"
E00024004,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 4, '6. Not Private Households': 1}","{'D. City Sophisticates': 4, 'R. Active Communal Population': 1}"
E00024005,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 15, '2. Rising Prosperity': 10, '4. Financially Stretched': 1, '5. Urban Adversity': 1}","{'R. Active Communal Population': 15, 'D. City Sophisticates': 10, 'Q. Difficult Circumstances': 1, 'K. Student Life': 1}"
E00024006,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 9, '6. Not Private Households': 3}","{'D. City Sophisticates': 9, 'R. Active Communal Population': 3}"
E00024007,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 6, '6. Not Private Households': 3, '4. Financially Stretched': 2, '1. Affluent Achievers': 2}","{'D. City Sophisticates': 6, 'R. Active Communal Population': 3, 'K. Student Life': 2, 'A. Lavish Lifestyles': 2}"
E00024008,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 8, '2. Rising Prosperity': 3, '5. Urban Adversity': 3}","{'R. Active Communal Population': 8, 'P. Struggling Estates': 3, 'D. City Sophisticates': 3}"
E00024009,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 4, '4. Financially Stretched': 1}","{'D. City Sophisticates': 4, 'N. Poorer Pensioners': 1}"
E00024010,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 3, '2. Rising Prosperity': 1, '4. Financially Stretched': 1}","{'P. Struggling Estates': 3, 'D. City Sophisticates': 1, 'K. Student Life': 1}"
E00024011,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 4, '6. Not Private Households': 1}","{'P. Struggling Estates': 4, 'R. Active Communal Population': 1}"
E00024012,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 3},{'P. Struggling Estates': 3}
E00024013,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 10},"{'P. Struggling Estates': 9, 'Q. Difficult Circumstances': 1}"
E00024014,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 4, '2. Rising Prosperity': 1, '4. Financially Stretched': 1}","{'P. Struggling Estates': 4, 'D. City Sophisticates': 1, 'K. Student Life': 1}"
E00024016,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 3},{'P. Struggling Estates': 3}
E00024017,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 5, '6. Not Private Households': 1}","{'P. Struggling Estates': 5, 'R. Active Communal Population': 1}"
E00024018,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 2, '5. Urban Adversity': 1}","{'D. City Sophisticates': 2, 'P. Struggling Estates': 1}"
E00024019,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 3, '6. Not Private Households': 1}","{'D. City Sophisticates': 3, 'R. Active Communal Population': 1}"
E00024020,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 3, '2. Rising Prosperity': 2, '6. Not Private Households': 1}","{'P. Struggling Estates': 3, 'D. City Sophisticates': 2, 'R. Active Communal Population': 1}"
E00024021,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 2, '2. Rising Prosperity': 1}","{'P. Struggling Estates': 2, 'D. City Sophisticates': 1}"
E00024022,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 6, '6. Not Private Households': 3, '5. Urban Adversity': 1}","{'D. City Sophisticates': 6, 'R. Active Communal Population': 3, 'P. Struggling Estates': 1}"
E00024023,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 3, '5. Urban Adversity': 2}","{'D. City Sophisticates': 3, 'P. Struggling Estates': 2}"
E00024024,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 8, '2. Rising Prosperity': 7}","{'R. Active Communal Population': 8, 'D. City Sophisticates': 7}"
E00024025,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 7, '6. Not Private Households': 2, '1. Affluent Achievers': 1, '5. Urban Adversity': 1}","{'D. City Sophisticates': 7, 'R. Active Communal Population': 2, 'P. Struggling Estates': 1, 'A. Lavish Lifestyles': 1}"
E00024026,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 5, '5. Urban Adversity': 1}","{'D. City Sophisticates': 5, 'P. Struggling Estates': 1}"
E00024028,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 7, '2. Rising Prosperity': 4, '5. Urban Adversity': 2, '4. Financially Stretched': 1}","{'R. Active Communal Population': 7, 'D. City Sophisticates': 4, 'P. Struggling Estates': 2, 'N. Poorer Pensioners': 1}"
E00024029,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 6},{'D. City Sophisticates': 6}
E00024030,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 12, '6. Not Private Households': 4}","{'D. City Sophisticates': 12, 'R. Active Communal Population': 4}"
E00024031,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 8, '2. Rising Prosperity': 6, '1. Affluent Achievers': 1, '4. Financially Stretched': 1}","{'R. Active Communal Population': 8, 'D. City Sophisticates': 6, 'K. Student Life': 1, 'A. Lavish Lifestyles': 1}"
E00024032,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 5, '6. Not Private Households': 5, '4. Financially Stretched': 1}","{'D. City Sophisticates': 5, 'R. Active Communal Population': 5, 'K. Student Life': 1}"
E00024033,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 5, '1. Affluent Achievers': 1}","{'D. City Sophisticates': 5, 'A. Lavish Lifestyles': 1}"
E00024034,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 4, '5. Urban Adversity': 1, '4. Financially Stretched': 1}","{'D. City Sophisticates': 4, 'P. Struggling Estates': 1, 'N. Poorer Pensioners': 1}"
E00024036,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 2, '2. Rising Prosperity': 1}","{'P. Struggling Estates': 2, 'D. City Sophisticates': 1}"
E00024037,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 1},{'D. City Sophisticates': 1}
E00024038,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 7},{'D. City Sophisticates': 7}
E00024039,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 2, '5. Urban Adversity': 1}","{'D. City Sophisticates': 2, 'P. Struggling Estates': 1}"
E00024040,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 6},{'D. City Sophisticates': 6}
E00024041,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 4, '5. Urban Adversity': 1}","{'D. City Sophisticates': 4, 'P. Struggling Estates': 1}"
E00024042,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 7},{'D. City Sophisticates': 7}
E00024043,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 7},{'D. City Sophisticates': 7}
E00024044,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 4},{'D. City Sophisticates': 4}
E00024045,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 4, '6. Not Private Households': 1}","{'D. City Sophisticates': 4, 'R. Active Communal Population': 1}"
E00024046,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 10},{'D. City Sophisticates': 10}
E00024047,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 4},{'D. City Sophisticates': 4}
E00024048,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 19, '2. Rising Prosperity': 12}","{'R. Active Communal Population': 19, 'D. City Sophisticates': 12}"
